id,product_sku,brand_id,name,description,price,sub_category_id,created_at,updated_at,is_active
203,83K1002NVN,4,Lenovo IdeaPad Slim 3 15IRH10 i5-13420H (83K1002NVN),"Laptop Lenovo IdeaPad Slim 3 15IRH10 với màn hình sáng, tần số quét 165Hz, mở khóa bằng khuôn mặt.",18490000,7,8/17/2025 14:43,8/17/2025 14:43,TRUE
204,FA506NCR-HN097W,2,Asus TUF Gaming A15 FA506NCR-HN097W R7-7435HS,"Laptop Asus TUF Gaming A15 với tần số quét 144Hz, độ bền chuẩn quân đội, 2 quạt tản nhiệt, trả góp 0%.",18490000,4,8/17/2025 14:44,8/17/2025 14:44,TRUE
205,FA506NCR-HN047W,2,Asus TUF Gaming A15 FA506NCR-HN047W R7-7435HS,"Laptop Asus TUF Gaming A15 với tần số quét 144Hz, độ bền chuẩn quân đội, bảo hành 2 năm quốc tế, trả góp 0%.",18490000,4,8/17/2025 14:44,8/17/2025 14:44,TRUE
206,83K20004VN,4,Lenovo IdeaPad Slim 3 16IRH10 i7-13620H,"Laptop Lenovo IdeaPad Slim 3 16IRH10 i7-13620H với độ bền chuẩn quân đội, mặt A kim loại, bảo hành 2 năm.",18490000,7,8/17/2025 14:45,8/17/2025 14:45,TRUE
207,FX507ZC4-HN095W,2,Asus TUF Gaming FX507ZC4-HN095W i5-12500H,"Laptop Asus TUF Gaming với 2 quạt tản nhiệt Arc Flow, độ bền chuẩn quân đội.",18490000,4,8/17/2025 14:45,8/17/2025 14:45,TRUE
208,83GS00DBVN,4,Lenovo Gaming LOQ 15IAX9 i5-12450HX,"Tản nhiệt buồng hơi, siêu mát, Hỗ trợ Mux Switch, 100% sRGB",18390000,4,8/17/2025 14:45,8/17/2025 14:45,TRUE
209,16512W UMC,8,Dell Latitude 3450 i5-1335U,"Laptop Dell Latitude 3450 i5-1335U với sạc nhanh ExpressCharge, độ bền chuẩn quân đội, màn hình chống chói, trả góp 0%.",18190000,7,8/17/2025 14:46,8/17/2025 14:46,TRUE
210,8D736PA,7,HP 15-fd0083TU i7-1355U (8D736PA),"Laptop HP với các tính năng: Nút gạt tắt camera, Lọc tạp âm AI, Viền màn hình siêu mỏng, Trả góp 0%",18190000,6,8/17/2025 14:46,8/17/2025 14:46,TRUE
211,83K1002PVN,4,Lenovo IdeaPad Slim 3 15IRH10 i5-13420H,"Laptop Lenovo IdeaPad Slim 3 với màn hình sáng, tần số quét 165Hz, mở khóa khuôn mặt.",17990000,7,8/17/2025 14:46,8/17/2025 14:46,TRUE
212,N5I5530W1,8,Dell Inspiron 15 3530 i5 1334U,"Dell Inspiron 15 3530 i5 1334U (N5I5530W1) với các tính năng Tặng Office, Home 2024, Độ bền chuẩn quân đội, Màn hình bảo vệ mắt.",17990000,7,8/17/2025 14:47,8/17/2025 14:47,TRUE
213,71043885,8,Dell Inspiron N3530 i5-1334U (71043885),"Dell Inspiron N3530 i5-1334U với màn hình chống chói, tặng Office Home&Student, giữ ổ cứng, trả góp 0%.",17990000,7,8/17/2025 14:47,8/17/2025 14:47,TRUE
214,83GS005KVN,4,Lenovo Gaming LOQ 15IAX9 i5-12450HX,"Tản nhiệt buồng hơi, siêu mát, Hỗ trợ Mux Switch, 100% sRGB",17990000,4,8/17/2025 14:47,8/17/2025 14:47,TRUE
215,NH.QMFSV.002,5,Acer Aspire 7 Gaming A715-76G-5806 i5-12450H,"Laptop gaming Acer Aspire 7 với 2 quạt tản nhiệt, micro lọc tạp âm, bảo hành nhanh, trả góp 0%.",17990000,4,8/17/2025 14:48,8/17/2025 14:48,TRUE
216,71053696,8,Dell Inspiron 15 3530 i5-1334U,"Laptop Dell Inspiron 15 3530 i5-1334U với màn hình chống chói, độ bền chuẩn quân đội, trả góp 0%, tặng Office Home 2024 & Microsoft 365.",17990000,7,8/17/2025 14:48,8/17/2025 14:48,TRUE
217,MSI Modern 15 H C13M-216VN,1,MSI Modern 15 H C13M-216VN i7-13700H,"Laptop mỏng nhẹ 1.7kg, đèn nền dưới phím, 2 khe RAM, tối đa 64GB, trả góp 0%.",17990000,7,8/17/2025 14:49,8/17/2025 14:49,TRUE
218,TP3402VA-LZ632W,2,Asus Vivobook Flip TP3402VA-LZ632W i5-13420H,"Laptop Asus Vivobook Flip màn hình cảm ứng xoay 360°, độ bền chuẩn quân đội.",17890000,7,8/17/2025 14:49,8/17/2025 14:49,TRUE
219,83K00007VN,4,Lenovo IdeaPad Slim 3 14IRH10 i7-13620H,Laptop Lenovo IdeaPad Slim 3 14IRH10 i7-13620H,17790000,7,8/17/2025 14:49,8/17/2025 14:49,TRUE
220,83K1000JVN,4,Lenovo Ideapad Slim 3 15IRH10 i7-13620H,"Laptop Lenovo Ideapad Slim 3 với độ bền chuẩn quân đội, mặt A kim loại, trả góp 0%.",17790000,6,8/17/2025 14:50,8/17/2025 14:50,TRUE
221,83K20001VN,4,Lenovo IdeaPad Slim 3 16IRH10 i7-13620H,"Laptop Lenovo IdeaPad Slim 3 với i7-13620H, màn hình 16 inch.",17790000,7,8/17/2025 14:50,8/17/2025 14:50,TRUE
222,ANV15-41-R7AP,5,Acer Gaming Nitro V 15 ProPanel ANV15-41-R7AP R5 7535HS,"Acer Gaming Nitro V 15 ProPanel với RTX 2050 4GB, màn hình 100% sRGB.",17790000,4,8/17/2025 14:50,8/17/2025 14:50,TRUE
223,D13MG-217VN,1,MSI Modern 14 H D13MG-217VN i7-13700H,"Laptop mỏng nhẹ 1.6kg, 2 khe RAM, tối đa 64GB, Thunderbolt 4",17690000,7,8/17/2025 14:51,8/17/2025 14:51,TRUE
224,SKU-A73323D2,5,Acer Gaming Aspire 5 A515-58GM-53CM i5-13420H,"Laptop Acer Gaming Aspire 5 A515-58GM-53CM i5-13420H với 2 quạt tản nhiệt, màn hình 144Hz, bảo hành nhanh, trả góp 0%.",17490000,4,8/17/2025 14:51,8/17/2025 14:51,TRUE
225,MSI Gaming Thin 15 B13UC-2081VN,1,MSI Gaming Thin 15 B13UC-2081VN i5-13420H,"Laptop MSI Gaming Thin 15 B13UC-2081VN i5-13420H với mặt lưng kim loại, tần số quét 144 Hz.",17490000,4,8/17/2025 14:51,8/17/2025 14:51,TRUE
226,K3605ZC-RP564W,2,Asus Vivobook Gaming K3605ZC-RP564W i5-12500H,"Laptop Asus Vivobook Gaming với tần số quét 144Hz, mặt A kim loại và độ bền chuẩn quân đội.",17490000,4,8/17/2025 14:52,8/17/2025 14:52,TRUE
227,FA706NFR-HX025W,2,Asus TUF Gaming A17 FA706NFR-HX025W R7-7435HS,"Laptop Asus TUF Gaming A17 FA706NFR-HX025W R7-7435HS với tần số quét 144Hz, độ bền chuẩn quân đội, 2 quạt tản nhiệt.",17490000,4,8/17/2025 14:52,8/17/2025 14:52,TRUE
228,82XX00DLVN,4,Lenovo IdeaPad Flex 5 14ABR8 R7 7730U,"Lenovo IdeaPad Flex 5 14ABR8 R7 7730U với các tính năng: Bảo mật vân tay, Dolby Audio, Nắp che webcam.",17490000,6,8/17/2025 14:52,8/17/2025 14:52,TRUE
229,21KH00WCVN,4,Lenovo ThinkBook 16 G6 IRL i5-13420H (21KH00WCVN),"Màn hình 16"" WUXGA, Độ bền chuẩn quân đội, Nắp che webcam vật lí",17290000,7,8/17/2025 14:53,8/17/2025 14:53,TRUE
230,SKU-F4F78850,5,Acer Aspire Lite 16 AI AL16-71P-5674 Ultra 5 125H,"Laptop Acer Aspire Lite 16 AI AL16-71P-5674 Ultra 5 125H với 2 quạt tản nhiệt, bản lề mở 180°, trả góp 0%, bảo hành nhanh 3 ngày.",16990000,6,8/17/2025 14:53,8/17/2025 14:53,TRUE
231,X1502VA-BQ886W,2,Asus Vivobook 15 X1502VA-BQ886W i7-13620H,"Laptop Asus Vivobook 15 với bản lề mở 180°, công nghệ khử tiếng ồn AI.",16990000,6,8/17/2025 14:54,8/17/2025 14:54,TRUE
232,B73TSAT,7,HP Probook 445 G10 R5-7530U,"Laptop HP Probook 445 G10 với độ bền chuẩn quân đội, nút gạt tắt camera và vỏ nhôm cao cấp.",16990000,7,8/17/2025 14:54,8/17/2025 14:54,TRUE
233,S3407VA-LY046W,2,Asus Vivobook S14 S3407VA-LY046W i5-13420H,"Sạc nhanh tới 60% trong 49 phút, Vỏ kim loại, Mỏng nhẹ 1.4kg",16990000,7,8/17/2025 14:54,8/17/2025 14:54,TRUE
234,83A100RHVN,4,Lenovo V15 G4 IRU i7-13620H,Laptop Lenovo V15 G4 IRU i7-13620H,16990000,7,8/17/2025 14:55,8/17/2025 14:55,TRUE
235,MSI Gaming Thin A15 B7UC-261VN,1,MSI Gaming Thin A15 B7UC-261VN R5-7535HS,"Laptop gaming mỏng nhẹ với mặt A kim loại, tần số quét 144 Hz.",16990000,4,8/17/2025 14:55,8/17/2025 14:55,TRUE
236,83K0000BVN,4,Lenovo Ideapad Slim 3 14IRH10 i5-13420H,"Laptop Lenovo Ideapad Slim 3 14IRH10 i5-13420H với màn hình OLED, độ sáng 400 nits, mở khóa khuôn mặt, trả góp 0%.",16990000,7,8/17/2025 14:55,8/17/2025 14:55,TRUE
237,MSI Gaming Thin 15 B12UC-1416VN,1,MSI Gaming Thin 15 B12UC-1416VN i5-12450H,"Laptop gaming mỏng nhẹ với mặt A kim loại, tần số quét 144 Hz.",16990000,4,8/17/2025 14:56,8/17/2025 14:56,TRUE
238,X1605VA-MB1795W,2,Asus Vivobook X1605VA-MB1795W i7-13620H,Asus Vivobook i7-13620H,16990000,7,8/17/2025 14:56,8/17/2025 14:56,TRUE
239,SKU-5EF5A1D9,3,MacBook Air 13 inch M1 2020 8CPU 7GPU 16GB/256GB,"MacBook Air 13"" 2020 M1 16GB/256GB",16990000,7,8/17/2025 14:56,8/17/2025 14:56,TRUE
240,ANV15-51-53NE,5,Acer Nitro V Gaming ANV15-51-53NE i5-13420H,"Laptop gaming Acer Nitro V với i5-13420H, màn hình 144Hz và 2 quạt tản nhiệt.",16890000,4,8/17/2025 14:57,8/17/2025 14:57,TRUE
241,A1505VA-MA466W,2,Asus Vivobook 15 OLED A1505VA-MA466W i5-13500H,"Laptop Asus Vivobook 15 OLED với màn hình OLED 2.8K, bảo mật vân tay, độ bền chuẩn quân đội, hỗ trợ trả góp 0%.",16490000,7,8/17/2025 14:57,8/17/2025 14:57,TRUE
242,83N3002PVN,4,Lenovo IdeaPad Slim 3 15Q8X10 SnapX X1-26-100,"Laptop Lenovo IdeaPad Slim 3 với chuẩn AI Copilot+, nắp che webcam vật lí, bảo mật vân tay.",16490000,7,8/17/2025 14:58,8/17/2025 14:58,TRUE
243,8U6L8PA,7,HP Pavilion 15-eg3111TU i5-1335U,"Laptop HP Pavilion 15-eg3111TU với vỏ nhôm cao cấp, âm thanh B&O Play, viền màn hình siêu mỏng.",16390000,7,8/17/2025 14:58,8/17/2025 14:58,TRUE
244,NX.KG3SV.001,5,Acer Swift Go SFG14-41-R19Z R5-7530U,"Laptop mỏng nhẹ với màn hình bảo vệ mắt, bảo hành nhanh trong 3 ngày, trả góp 0%.",15990000,7,8/17/2025 14:58,8/17/2025 14:58,TRUE
245,71054775,8,Dell Inspiron 15 3520 i5-1235U,"Dell Inspiron 15 3520 i5 1235U/16GB/512GB. Màn hình chống chói, độ bền chuẩn quân đội.",15690000,7,8/17/2025 14:59,8/17/2025 14:59,TRUE
246,8D10NK,8,Dell Inspiron 15 3520 i5 1235U,"Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS24/OS365, Màn hình bảo vệ mắt, Độ bền chuẩn quân đội",15690000,7,8/17/2025 14:59,8/17/2025 14:59,TRUE
247,i5U165W11SLU,8,Dell Inspiron 15 3520 i5-1235U (i5U165W11SLU),"Màn hình bảo vệ mắt, độ bền chuẩn quân đội, tặng Office Home 2024 & Microsoft 365, trả góp 0%",15690000,7,8/17/2025 14:59,8/17/2025 14:59,TRUE
248,i5U165W11BLU-FP,8,Dell Inspiron N3520 i5-1235U,"Dell Inspiron N3520 i5-1235U (i5U165W11BLU-FP) với các tính năng Tặng Office Home&Student, Bảo mật vân tay, Màn hình chống chói, Trả góp 0%.",15690000,7,8/17/2025 15:00,8/17/2025 15:00,TRUE
251,71061229,8,Dell Inspiron 15 3520 i5-1235U,"Tặng Office, Home 2024, Độ bền chuẩn quân đội, Màn hình chống chói, Trả góp 0%",15690000,7,8/17/2025 15:01,8/17/2025 15:01,TRUE
252,71045026,8,Dell Inspiron N3520 i5-1235U,Laptop Dell Inspiron N3520 i5-1235U,15690000,7,8/17/2025 15:01,8/17/2025 15:01,TRUE
253,71030559,8,Dell Vostro V3520 i5-1235U,Laptop Dell Vostro V3520 i5-1235U,15690000,7,8/17/2025 15:02,8/17/2025 15:02,TRUE
254,i5U165W11GRU,8,Dell Vostro V3520 i5-1235U,"Laptop Dell Vostro V3520 i5-1235U với màn hình chống chói, âm thanh Realtek Audio.",15690000,7,8/17/2025 15:02,8/17/2025 15:02,TRUE
255,N5I5203W1,8,Dell Inspiron N3520 i5-1235U (N5I5203W1),Laptop Dell Inspiron N3520 i5-1235U,15690000,7,8/17/2025 15:02,8/17/2025 15:02,TRUE
256,83K1000GVN,4,Lenovo Ideapad Slim 3 15IRH10 i5-13420H (83K1000GVN),"Laptop Lenovo Ideapad Slim 3 - 15IRH10 i5 13420H (83K1000GVN), nhẹ 1.63Kg, độ bền chuẩn quân đội, trả góp 0%, giảm giá.",15590000,7,8/17/2025 15:03,8/17/2025 15:03,TRUE
257,83K0000AVN,4,Lenovo IdeaPad Slim 3 14IRH10 i5-13420H (83K0000AVN),Lenovo IdeaPad Slim 3 14IRH10 i5-13420H (83K0000AVN) - Sản phẩm chất lượng từ Lenovo,15590000,6,8/17/2025 15:03,8/17/2025 15:03,TRUE
258,9Q970PA,7,HP 15-fd0235TU i5-1334U,"Laptop HP với các tính năng: Nút gạt tắt camera, Lọc tạp âm AI, Viền màn hình siêu mỏng, Trả góp 0%",15490000,6,8/17/2025 15:03,8/17/2025 15:03,TRUE
259,A515-58GM-51LB,5,Acer Gaming Aspire 5 A515-58GM-51LB i5 13420H,Máy tính xách tay Acer Gaming Aspire 5 A515-58GM-51LB i5 13420H/16GB/512GB/RTX2050 4GB/Win11_Xám,15490000,4,8/17/2025 15:04,8/17/2025 15:04,TRUE
260,8C5L1PA,7,HP 14-ep0112TU i5-1335U,"Laptop HP 14-ep0112TU i5-1335U với RAM 16GB, Intel Core i5-1335U.",15290000,6,8/17/2025 15:04,8/17/2025 15:04,TRUE
261,83EM003EVN,4,Lenovo Ideapad Slim 3 15IRH8 i7-13620H (83EM003EVN),"Laptop Lenovo Ideapad Slim 3 với bộ vi xử lý i7-13620H, độ bền chuẩn quân đội, sạc nhanh 15 phút dùng tới 2 giờ.",15190000,7,8/17/2025 15:04,8/17/2025 15:04,TRUE
262,X1504VA-BQ165W,2,Asus Vivobook 15 X1504VA-BQ165W Core 5 120U,"Laptop Asus Vivobook 15 với bản lề mở 180°, bảo mật vân tay, độ bền chuẩn quân đội.",14990000,7,8/17/2025 15:05,8/17/2025 15:05,TRUE
263,AL14-52M-52UU,5,Acer Aspire Lite 14 AL14-52M-52UU i5-1335U,"Laptop Acer Aspire Lite 14 với vỏ nhôm cao cấp, màn hình 2.2K bảo vệ mắt.",14990000,6,8/17/2025 15:05,8/17/2025 15:05,TRUE
264,MSI Gaming Thin 15 B13UCX-2080VN,1,MSI Gaming Thin 15 B13UCX-2080VN i5-13420H,"Laptop gaming mỏng nhẹ với mặt A kim loại, tần số quét 144Hz",14990000,4,8/17/2025 15:06,8/17/2025 15:06,TRUE
265,SKU-E0DF17A9,5,Acer Aspire Lite 16 AL16-51P-72S2 i7-1255U,"Mặt lưng kim loại, Loa âm thanh vòm, Màn hình sáng, 300 nits",14990000,6,8/17/2025 15:06,8/17/2025 15:06,TRUE
266,SKU-D11B2514,5,Acer Aspire 5 A515-58GM-53PZ i5-13420H,"Laptop Acer Aspire 5 A515-58GM-53PZ i5-13420H với 2 quạt tản nhiệt, loa âm thanh vòm, bảo hành nhanh, trả góp 0%.",14990000,6,8/17/2025 15:06,8/17/2025 15:06,TRUE
267,SKU-29FEB160,2,Asus Vivobook 14 X1405VA-LY623W i5-13420H,"Laptop Asus Vivobook 14 X1405VA-LY623W i5-13420H với bản lề mở 180°, bảo mật vân tay, độ bền chuẩn quân đội.",14690000,7,8/17/2025 15:07,8/17/2025 15:07,TRUE
268,X1502VA-BQ885W,2,Asus Vivobook X1502VA-BQ885W i5-13420H,"Laptop Asus Vivobook với bản lề mở 180°, công nghệ khử tiếng ồn AI, bảo hành 2 năm, trả góp 0%.",14690000,7,8/17/2025 15:07,8/17/2025 15:07,TRUE
269,83A100PMVN,4,Lenovo V15 G4 IRU i5-13420H,Laptop Lenovo V15 G4 IRU i5-13420H,14590000,6,8/17/2025 15:07,8/17/2025 15:07,TRUE
270,83K20002VN,4,Lenovo IdeaPad Slim 3 16IRH10 i5-13420H,"Laptop Lenovo IdeaPad Slim 3 với tấm nền IPS, độ bền chuẩn quân đội, trả góp 0%.",14590000,7,8/17/2025 15:08,8/17/2025 15:08,TRUE
271,83K00008VN,4,Lenovo IdeaPad Slim 3 14IRH10 i5-13420H,Laptop Lenovo IdeaPad Slim 3 14IRH10 i5-13420H,14590000,6,8/17/2025 15:08,8/17/2025 15:08,TRUE
272,83A000FQVN,4,Lenovo V14 G4 IRU I5-13420H,Laptop Lenovo V14 G4 IRU I5-13420H,14590000,7,8/17/2025 15:08,8/17/2025 15:08,TRUE
273,83A100G0VN,4,Lenovo V15 G4 IRU i5-13420H,Lenovo V15 G4 IRU i5-13420H (83A100G0VN),14590000,7,8/17/2025 15:09,8/17/2025 15:09,TRUE
274,8F157PA,7,HP 245 G10 R7-7730U,"Laptop HP 245 G10 R7-7730U với nút gạt tắt camera, màn hình chống chói, độ bền chuẩn quân đội.",14490000,7,8/17/2025 15:09,8/17/2025 15:09,TRUE
275,A94XWPA,7,HP 15-fc0089AU R7-7730U,"Laptop HP 15-fc0089AU R7-7730U với các tính năng: Nút gạt tắt camera, Lọc tạp âm AI, Viền màn hình siêu mỏng, Trả góp 0%.",14490000,6,8/17/2025 15:10,8/17/2025 15:10,TRUE
276,A715-76-728X,5,Acer Aspire 7 A715-76-728X i7-12650H,"Laptop Acer Aspire 7 với CPU i7-12650H, bảo mật vân tay, màn hình bảo vệ mắt, cổng Type C.",14490000,4,8/17/2025 15:10,8/17/2025 15:10,TRUE
277,SKU-A6D1A7D5,5,Acer Aspire 7 A715-76G-59MW i5-12450H,"Acer Aspire 7 A715-76G-59MW i5-12450H với 2 quạt tản nhiệt, Loa âm thanh vòm, bảo hành nhanh trong 3 ngày.",14490000,4,8/17/2025 15:10,8/17/2025 15:10,TRUE
278,A515-58M-56YX,5,Acer Aspire 5 A515-58M-56YX i5-13420H,"Laptop Acer Aspire 5 với micro lọc tạp âm, màn hình bảo vệ mắt, loa âm thanh vòm.",14490000,7,8/17/2025 15:11,8/17/2025 15:11,TRUE
279,82XM00MCVN,4,Lenovo Ideapad Slim 3 15ABR8 R7 5825U,Laptop Lenovo Ideapad Slim 3 15ABR8 R7 5825U,14390000,7,8/17/2025 15:11,8/17/2025 15:11,TRUE
280,AG2K7AT,7,HP 250 G9 i5-1235U,"Laptop HP 250 G9 i5-1235U với độ bền chuẩn quân đội, màn hình chống chói và nút gạt tắt camera.",13990000,7,8/17/2025 15:11,8/17/2025 15:11,TRUE
281,AL16-52P-572A,5,Acer Aspire Lite 16 Gen 2 AL16-52P-572A i5-1334U,"Màn hình sáng, 300 nits, viền màn hình siêu mỏng, Acer PurifiedVoice",13990000,6,8/17/2025 15:12,8/17/2025 15:12,TRUE
282,MSI Gaming Thin A15 B7UCX-240VN R5-7535HS,1,MSI Gaming Thin A15 B7UCX-240VN R5-7535HS,"Laptop gaming mỏng nhẹ với mặt A kim loại, tần số quét 144 Hz",13990000,4,8/17/2025 15:12,8/17/2025 15:12,TRUE
283,X1504VA-NJ526W,2,Asus Vivobook X1504VA-NJ526W i5-1335U,"Nút gạt tắt camera, Độ bền chuẩn quân đội",13690000,7,8/17/2025 15:12,8/17/2025 15:12,TRUE
284,MSI Modern 15 F13MG-666VN i5-1334U,1,MSI Modern 15 F13MG-666VN i5-1334U,"Nắp che webcam, vật lí, Độ bền chuẩn quân đội, Bảo hành 2 năm",13190000,7,8/17/2025 15:14,8/17/2025 15:14,TRUE
285,NX.AYKSV.002,5,Acer Swift X SFX16-51G-516Q i5-11320H,"Laptop Acer Swift X với 2 quạt tản nhiệt, vỏ kim loại.",13090000,7,8/17/2025 15:14,8/17/2025 15:14,TRUE
286,AL14-52M-54CJ,5,Acer Aspire Lite AL14-52M-54CJ i5-1334U,"Màn hình sáng, 300 nits, vỏ 1 mặt kim loại, màn hình bảo vệ mắt.",13490000,4,8/17/2025 15:44,8/17/2025 15:44,TRUE
287,INOI240M4G,13,Inoi 240 Modern 4G,Điện thoại Inoi 240 Modern 4G,339000,5,8/17/2025 16:40,8/17/2025 16:40,TRUE
288,SKU-2761229D,13,Inoi 240 Modern 4G,Điện thoại Inoi 240 Modern 4G với pin 1000 mAh và màn hình 1.8 inch.,339000,5,8/17/2025 16:41,8/17/2025 16:41,TRUE
289,XI14TP12512,26,Xiaomi 14T Pro 5G 12GB 512GB,"Điện thoại Xiaomi 14T Pro 5G với camera Leica, chip Dimensity 9300+, sạc không dây 50W.",14870000,2,8/17/2025 19:23,8/17/2025 19:23,TRUE
290,SGS25_12GB_256GB,28,Samsung Galaxy S25 5G 12GB 256GB,"Điện thoại Samsung Galaxy S25 5G với màn hình 6.2'' Dynamic AMOLED 2X FHD+, chip Snapdragon 8 Elite, bộ nhớ 12GB RAM và 256GB ROM.",18690000,2,8/18/2025 15:57,8/18/2025 15:57,TRUE
291,AL16-51P-55N7,5,Acer Aspire Lite AL16-51P-55N7 i5-1235U,"Laptop Acer Aspire Lite với màn hình sáng, viền siêu mỏng, loa âm thanh vòm",12990000,7,8/17/2025 15:15,8/17/2025 15:15,TRUE
292,NH.QGESV.007,5,Acer Aspire 7 A715-76-53PJ i5-12450H,"Màn hình bảo vệ mắt, 2 quạt tản nhiệt, Bảo hành nhanh",13490000,5,8/17/2025 15:45,8/17/2025 15:45,TRUE
293,MBM1394G,14,Mobell M139 4G,Điện thoại Mobell M139 4G với pin 1000 mAh và màn hình 1.77 inch.,339000,5,8/17/2025 16:40,8/17/2025 16:40,TRUE
294,SKU-21D7ED7F,3,iPhone 15 128GB,"Điện thoại iPhone 15 với camera 48MP siêu nét, kính pha màu nhôm bền bỉ, màn hình Dynamic Island.",15390000,2,8/17/2025 19:24,8/17/2025 19:24,TRUE
295,SKU-2D34FCAE,3,iPhone 16 128GB,"Điện thoại iPhone 16 với chip Apple A18 mạnh mẽ, thời lượng pin 22 giờ.",18890000,2,8/18/2025 15:58,8/18/2025 15:58,TRUE
296,IT8010-4G,15,Itel IT8010 4G,Điện thoại Itel IT8010 4G với pin 1000 mAh và màn hình 2 inch.,339000,5,8/17/2025 16:42,8/17/2025 16:42,TRUE
297,OPR145G12256,27,OPPO Reno14 5G 12GB 256GB,"Điện thoại OPPO Reno14 5G với sạc nhanh 80W, pin 6000 mAh, kháng nước & bụi IP69.",15700000,2,8/17/2025 19:24,8/17/2025 19:24,TRUE
298,IP15P128GB-001,3,iPhone 15 Plus 128GB,"Camera 48MP siêu nét, Màn hình lớn 6,7 inch, Pin lên đến 26 giờ",18990000,2,8/18/2025 15:58,8/18/2025 15:58,TRUE
299,SKU-26AC58AD,11,Masstel Izi 15 4G,Điện thoại Masstel Izi 15 4G với pin 1000 mAh và màn hình 1.77 inch.,390000,5,8/17/2025 16:42,8/17/2025 16:42,TRUE
300,SKU-55FECC10,3,iPhone 16e 128GB,"Điện thoại iPhone 16e với chip Apple A18 mạnh mẽ, camera 48MP siêu nét, thời lượng pin 21 giờ.",15990000,2,8/17/2025 19:24,8/17/2025 19:24,TRUE
301,IP16P128,3,iPhone 16 Plus 128GB,"Điện thoại iPhone 16 Plus với chip Apple A18 mạnh mẽ, thời lượng pin 27 giờ, nút Camera Control mới.",21990000,2,8/18/2025 15:58,8/18/2025 15:58,TRUE
302,SKU-CB5648E6,11,Masstel Izi 16 4G,"Điện thoại Masstel Izi 16 4G với pin 1000 mAh, màn hình 1.77 inch.",390000,5,8/17/2025 16:42,8/17/2025 16:42,TRUE
303,HONOR400PRO5G,23,Honor 400 Pro 5G 12GB 512GB,"Điện thoại Honor 400 Pro 5G với pin 6000 mAh, chip Snapdragon 8 Gen 3, camera 200MP.",17690000,2,8/17/2025 19:25,8/17/2025 19:25,TRUE
304,RM10Pro5G16512,29,RedMagic 10 Pro 5G 16GB 512GB,Gaming Phone với pin kép 7050 mAh và làm mát ICE-X,21990000,1,8/18/2025 15:59,8/18/2025 15:59,TRUE
305,AsusVivobookX1504VA-NJ1969W,2,Asus Vivobook X1504VA-NJ1969W i5-1334U,"Laptop Asus Vivobook với bảo mật vân tay, độ bền chuẩn quân đội, bản lề mở 180°, trả góp 0%.",12990000,4,8/17/2025 15:46,8/17/2025 15:46,TRUE
306,INOI244MP4G,13,Inoi 244 Modern Plus 4G,Điện thoại Inoi 244 Modern Plus 4G với pin 1200 mAh và màn hình 2.4 inch.,439000,7,8/17/2025 16:43,8/17/2025 16:43,TRUE
307,RM10PRO5G12256,29,RedMagic 10 Pro 5G 12GB 256GB,Gaming phone with 7050 mAh battery and ICE-X cooling.,17990000,1,8/17/2025 19:25,8/17/2025 19:25,TRUE
308,SKU-E4F31731,28,Samsung Galaxy S25 Plus 5G 12GB 256GB,"Armor Aluminum, 6.7'' Dynamic AMOLED 2X 2K, Snapdragon 8 Elite",22200000,2,8/18/2025 15:59,8/18/2025 15:59,TRUE
309,MSI_Modern_14_F13MG-027VN_i5-1335U,1,MSI Modern 14 F13MG-027VN i5-1335U,"Laptop MSI Modern 14 với bản lề mở 180°, 2 khe RAM, hỗ trợ tối đa 64GB RAM, nút gạt tắt camera.",12690000,4,8/17/2025 15:46,8/17/2025 15:46,TRUE
310,SKU-BE5D8D50,16,Viettel Sumo T2 4G,Điện thoại Viettel Sumo T2 4G với pin 1400 mAh và màn hình 2.4 inch.,449000,5,8/17/2025 16:43,8/17/2025 16:43,TRUE
311,RM10SPro12256,29,RedMagic 10S Pro 12GB 256GB,"Điện thoại gaming với Snapdragon 8 Elite Leading, pin kép 7050 mAh, làm mát ICE-X.",18490000,1,8/17/2025 19:26,8/17/2025 19:26,TRUE
312,XIAOMI15_12_256,26,Xiaomi 15 5G 12GB 256GB,"Điện thoại Xiaomi 15 5G với camera Leica, chip Snapdragon 8 Elite, pin 5240 mAh.",22540000,2,8/18/2025 16:00,8/18/2025 16:00,TRUE
313,MSI Modern 14 F13MG-466VN i5 1334U,1,MSI Modern 14 F13MG-466VN i5 1334U,"Laptop MSI Modern 14 F13MG-466VN i5 1334U với nắp che webcam vật lí, độ bền chuẩn quân đội.",12690000,4,8/17/2025 15:47,8/17/2025 15:47,TRUE
314,IT9310,15,Itel IT9310 4G,Điện thoại Itel IT9310 4G với pin 2000 mAh và màn hình 3 inch.,559000,5,8/17/2025 16:43,8/17/2025 16:43,TRUE
315,S25Ultra12256,28,Samsung Galaxy S25 Ultra 5G 12GB 256GB,"Điện thoại Samsung Galaxy S25 Ultra với khung Titan, màn hình 6.9'' Dynamic AMOLED 2X 2K, chip Snapdragon 8 Elite.",28120000,2,8/17/2025 19:31,8/17/2025 19:31,TRUE
316,OPPOFX85G16512,27,OPPO Find X8 5G 16GB 512GB,"Điện thoại OPPO Find X8 5G với hệ thống AI vượt trội, chip MediaTek D9400, camera tele tiềm vọng và trả góp 0%.",22580000,2,8/18/2025 16:00,8/18/2025 16:00,TRUE
